CCIS27304052ST-3-0	CCIS15794887ST-4-0	CCIS16561622ST-4-0	CCIS79210440ST-3-0	CCIS82507866ST-3-0	CCIS98482370ST-3-0	CCIS00281083ST-3-0	CCIS32452666ST-4-0	CCIS94417875ST-3-0	CCIS27927933ST-4-0	CCIS45571137ST-3-0	CCIS81139242ST-4-0	CCIS21126322ST-4-0	CCIS17669415ST-4-0	CCIS29210128ST-4-0	CCIS48725289ST-4-0	CCIS64785924ST-20-0	CCIS03473770ST-4-0	CCIS10706551ST-3-0	CCIS64773582ST-4-0	CCIS06260551ST-3-0	CCIS40244499ST-3-0	CCIS85214191ST-3-0	CCIS87167916ST-4-0	CCIS58234805ST-4-0	CCIS91228662ST-4-0	CCIS71301801ST-4-0	CCIS53355328ST-4-0	CCIS41222843ST-4-0	CCIS81887263ST-4-0	CCIS29688262ST-20-0	CCIS87116798ST-4-0	CCIS87605453ST-4-0	CCIS83870198ST-4-0	CCIS61287323ST-4-0	CCIS11362406ST-4-0	CCIS14449628ST-4-0	CCIS21278152ST-4-0	CCIS34055159ST-4-0	CCIS76845094ST-20-0	CCIS41548810ST-4-0	CCIS98512455ST-4-0	CCIS50148151ST-4-0	CCIS62605362ST-3-0	CCIS87252800ST-4-0	CCIS22958137ST-20-0	CCIS16326685ST-4-0	CCIS53043478ST-4-0	CCIS98832363ST-4-0	CCIS02124300ST-4-0	CCIS59132091ST-4-0	CCIS82146115ST-4-0	CCIS33816588ST-4-0	CCIS12656533ST-4-0	CCIS47284573ST-4-0	CCIS93040568ST-20-0	CCIS45793747ST-4-0	CCIS95097901ST-4-0	CCIS80834637ST-4-0	CCIS63910149ST-4-0	CCIS84543192ST-4-0	CCIS38765456ST-20-0	CCIS82944710ST-20-0	CCIS55230578ST-4-0	CCIS24254057ST-4-0	CCIS78318719ST-4-0	CCIS44757994ST-4-0	CCIS65479369ST-4-0	CCIS62794166ST-4-0	CCIS77252613ST-4-0	CCIS11015875ST-4-0	CCIS35100175ST-4-0	CCIS22416007ST-4-0	CCIS41288781ST-4-0	CCIS12370844ST-4-0	CCIS72607085ST-4-0	CCIS46047672ST-4-0	CCIS52370277ST-4-0	CCIS02379307ST-4-0	CCIS46467422ST-4-0	CCIS15704761ST-4-0	CCIS11558985ST-4-0	CCIS13047523ST-4-0	CCIS94603952ST-4-0	CCIS02856720ST-4-0	CCIS07648107ST-4-0	CCIS34604008ST-4-0	CCIS63468405ST-4-0	CCIS16383318ST-4-0	CCIS36699628ST-4-0	CCIS95409808ST-4-0	CCIS74239020ST-4-0	CCIS05314658ST-4-0	CCIS71578391ST-4-0	CCIS50003399ST-4-0	CCIS36797902ST-4-0	CCIS11354283ST-4-0	CCIS50471204ST-4-0	CCIS20795251ST-4-0	CCIS07277498ST-4-0	CCIS90164298ST-4-0	CCIS23164343ST-4-0	CCIS03857607ST-4-0	CCIS63448910ST-4-0	CCIS88007743ST-4-0	CCIS51595129ST-4-0	CCIS09568613ST-4-0	CCIS07539127ST-4-0	CCIS41692898ST-4-0	CCIS44093303ST-4-0	CCIS00146684ST-4-0	CCIS78100604ST-4-0	CCIS48174381ST-4-0	CCIS88317640ST-4-0
Aeromicrobium marinum [h:876]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microlunatus phosphovorus [h:877]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces odontolyticus [h:878]	3.6509483447931	54.7447277159251	15.7556060089945	4.72770791480431	0.949327825241986	5.67732126576189	0	61.0431456463867	0.953233685344866	21.8747582765698	1.86431314841415	31.3171393189296	26.0093002721897	65.4800362592126	6.60732976772666	6.5689611808704	0.908038953700246	29.2876955752333	1.89419158460997	24.5181494142602	6.84827875472299	0.950971320526486	2.84113353240885	0	38.6547457337969	0	0	10.1084118853107	28.6727646907451	25.6481243445665	108.943664810334	26.7895568710753	0	28.642181646095	34.0669959804234	126.713086814968	35.3230048562099	9.53317191127441	11.5081746954558	3.66922053397478	0.951258322224196	71.2495999602257	70.3098557956676	5.63738198691315	0	13.8841652295097	13.3404074394541	0.960232049737162	16.015785118678	51.2063430249438	82.3354820705	56.1539700405738	13.3379910925376	16.8264588275106	7.57516058796144	0	25.1953151521124	24.1003884162206	29.3415214338792	2.72701180688309	4.78581621840375	6.61129704609368	0.899786309175038	17.3786789683121	103.334172946294	21.646391035627	0	13.312064239707	33.1631878400013	19.9019075818524	4.74088899407418	36.3296025920223	3.51941582777528	29.2046623541681	0	0.954676625247094	12.0077797443316	40.715851600545	0	0.960866802385014	3.74085655916074	0.957067573441946	15.2836278800016	13.0190939005046	5.79898960949951	17.1064353302005	23.1604627690511	20.6302009101806	27.1446479535102	27.5213115124623	47.5900104211161	35.1068430946992	16.8937229049519	43.0781673664926	6.50900667991254	8.00591578040876	26.6386336028165	22.9344665209558	0.972471961246443	10.4252961764937	13.2411430140826	16.9647131393023	8.47718017416434	33.8637453467976	44.7650900249295	5.57038600645522	22.0916248225157	20.9921535416004	15.7486116374309	6.66752211962358	23.1699231707641	17.3073440142314	25.323386862107	73.4882950070299
unnamed Actinomyces sp. oral taxon 180 [u:879]	0	1.91145849663526	0.938007236818198	1.88122795405735	0	0.941758129870428	0	5.87393750733013	0	3.78480782902787	0	2.83129149295162	0.994581682627155	8.75140910825081	1.87877243893206	0	0.903306789387707	0.971500481635021	0	0	0	0.948850983134007	0	0	2.95655537601538	1.90872899694779	0	1.00428612108779	9.83797456080096	6.8879962249948	2.83105604135538	0	0	0.949669248377855	1.99228705774672	7.87924263329447	2.07067688036732	0	3.81416723304933	0	0	1.89056689871239	3.88711731707915	0	0.950878974538066	1.84194151781043	1.10497298852185	0	1.87603956030208	3.77444150789744	1.95180373874629	1.03431230612035	1.89711715749934	0	0	0	1.92745563612022	13.4258524462915	0	0	0	4.7057808129882	0	8.65013548428665	7.98200060483888	0	0	0	1.03368648335568	0	0	11.0355917786956	5.23986786348167	6.00756990025718	0	0	0.919284360199304	4.0626350553449	0	0	0.930340354410316	0	3.25398682831922	0	11.5325424706483	8.50440754125308	0.921200568892996	7.82493390050792	6.24978469931063	2.83161158072797	3.86945928355386	1.93813375203259	3.1515450205716	1.94691612898965	0	0	0.913692352920857	0	0.970303684855704	1.03731721961629	1.01385216800376	0	0	20.8026724958971	0.989126140143153	0.923559405800985	2.99544258021524	2.84906741661981	0	0	1.92137700804809	0	1.86685734733936	3.00428258835339
Methanothermobacter thermautotrophicus [h:88]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces viscosus [h:880]	0	14.9780923350296	7.77570921638785	0.922446141466533	0.461564001620336	0	0	5.17829336940354	0	75.0897745909336	0	4.19924404438111	7.25579395702497	27.4644060965055	2.75903803868935	0.916283814033903	0	6.03703948659257	0	21.9378278658916	3.81286015903463	0	0	0.469289570379833	0	0	0	9.91809390051415	13.4219805480476	5.67053045688476	31.1805086649727	4.79418981853855	0.917867325437106	0	7.28652010147756	35.2318621463976	3.73499042244217	6.50388368630289	0	7.93600486940694	0	1.82689882451104	0	0.914082230743043	1.86265293750169	9.77392102488743	4.93040524991395	1.86322016775608	8.26858523085772	15.1117103560793	18.8558334180078	14.7846932642039	8.36584381010515	8.76285231652528	12.9114550465079	0	14.785180840321	15.1989455064188	6.45323850063683	0	0	18.1506253900495	0	14.0227386438635	99.1648004973468	2.75168860985544	0.941585166731355	0.926456143068856	5.79072124375183	1.84494290679281	0	12.760583476471	8.55026907722154	5.93916346656174	0	0	2.69999757884867	7.42753877316279	0	0	0.911210175227912	0	17.0686022473153	36.2360915443203	45.3415360952819	6.35072570579444	17.1322269642926	12.9580084192418	34.5378005334726	24.1116747605595	3.58178505586506	1.20119236962425	7.44519027665894	3.58136253334597	18.6449128536972	7.15793651954519	8.67529854906044	4.46628034526246	0.35614600782695	5.43402195977889	4.45168453057686	0	3.67097472530489	91.8894093474974	13.4449156841882	0.905720977044624	7.52524926906696	11.6280349682861	7.22010012149083	2.78298408788311	3.25897310504314	15.606840497892	0	54.8358181647893
unnamed Actinomyces sp. oral taxon 170 [u:881]	0	3.75265394129529	5.36993575386812	0	0.462069041066421	0	0	3.89019397328689	0	7.41707115589046	0	2.10294123376248	0	2.03833760115796	0	0.916784971999647	0	5.03812053867108	0	1.0465666168019	0	0	0	0.471001540279967	0	0	0	0.959685215656166	5.37948533926738	7.954073425945	18.5348622838801	6.40535637081908	0	0	1.0421323226496	5.72257797455213	0.93604466010221	1.86163734131107	0	0.99433699674711	0	0	0.917470983024759	0	0	1.95817790905625	1.64614908911588	0	0.920405188108093	2.16234474388373	17.707493956732	3.20958559701423	5.59481782663608	4.91358409479681	0	0	21.7197891415805	0	5.54545952318396	0	1.86970682477307	1.21260980502344	0	3.24060345027857	0	0	0	0	3.47936943751049	5.55198315761569	1.85215480561611	2.95049810668214	1.71382369135572	1.48827474249851	0	0	0	0.930429845905274	0	0	0	0	1.00599476584338	0	1.93302145220865	1.05977979592261	2.86091095460811	0	30.6517657818003	5.48942382961566	0.915543868820074	2.41016023044534	0.932938215856884	0	4.91701914216817	3.58356155701749	3.86231579927059	3.58227068238176	0.595742049396372	1.08914668507144	1.11469504312692	0.872095597999691	3.68129103918579	11.1365692990212	9.79494920615574	0.906216357706636	0	2.33039509742611	0	0	2.17958144568515	3.90776715942768	0.915900295659112	3.16982081352041
Actinomyces urogenitalis [h:882]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.54435280123937	0	0	0	0	0	0	0	0	0	0.948019097207452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.952629645611257	0	0	0	0	2.74878821791724	0	0	0	0.945195459432823	0	0	0	0	0	0	1.89898266970206	0.947086758086771	0	0	1.75411885558614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.917613779328243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Actinomyces sp. oral taxon 448 [u:883]	0	0	0	0	0	0	0.945058936814901	0	0	3.74927953908117	0	0	0.91761514716639	8.13613308649929	0	0	0	2.79731017231625	0	0.929605962991963	0	0	0	0	0	2.83621741070486	0.937974272953297	14.5411711577619	0.905162190498852	0	2.73410825571162	8.48473810866858	0	2.82226388446693	0.935106633891908	15.055597088546	0.945003673966615	3.75891066338717	4.72295418007351	3.61313556082863	1.88045543542939	0	0	0	0	4.56162766834885	0.949233898149293	0.943441686268539	0	7.35182859476546	1.84694828280085	3.6374789976964	0.93965438447096	0	10.260466906106	0	0.921915081825899	0	10.2639824630745	0	0	0.932321455383858	0	1.83638531689541	1.89195065552492	0	0	0	0	0	0	0.227464656023957	0	0	0	0	0	2.818005358802	0	0	0.921607176042025	0	0	7.32967637798172	15.3340006587588	7.48851199656814	0.878921796566271	0.936729544005252	2.82339742592997	0	0	0	0	0	8.24696155350629	18.7444057434768	15.3869626611708	1.80827854710693	0	6.59579616358789	1.87523099647509	0.880442546480454	0.928821362537505	21.7805007845622	4.69609506400438	0	0	0	0	0.938644648386184	2.7497019773274	0.896531363207858	11.0959980600557	18.6210311913143
unnamed Janibacter sp. HTCC2649 [u:884]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0379295723449779	0	0	0	0.472247358127044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.469019392137927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intrasporangium calvum [h:885]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Dermacoccus sp. Ellin185 [u:886]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kytococcus sedentarius [h:887]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.440595427181189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas fimi [h:888]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92447163015193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85948852910378	0	0	0
[Cellvibrio] gilvus [h:889]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanothermobacter marburgensis [h:89]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas flavigena [h:890]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23545657401829	0	0.954816260891162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xylanimonas cellulosilytica [h:891]	0	0	0	0	0	0	0	0	0	0.148936106740223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435217241600842	0	0	0	0	0	0	0	0	0	0	0	0.919695802051588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15464865475475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isoptericola variabilis [h:892]	0	0	0	0	0	0	0	0	0	0.184818362796284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.956497156571042	0	0	0.915781411728168	0	0	0	0	0	0.946077158647065	0	0	0	0	0.435541486135398	0	0	0	0.935358232193907	0	0	0	0	0	0	0	0	0	0	0	0	0	0.914385851012941	0	0	0	0	0	0	0	0	0	0	0.154763870734926	0	0	0.232833122911129	0	0	0	0	0.921338626926006	0	0	0	0	0	0	0	0	0	0	0	0.952173694294073	0	0	0	0	0	0	0	0	0	0	0	0	0.890771760712906	0	0	0	0	0	0	0	0	0	0	0	0
Sanguibacter keddieii [h:893]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.329497497981837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beutenbergia cavernae [h:894]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kineococcus radiotolerans [h:895]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachybacterium faecium [h:896]	0	0	0	1.01409944398404	0	0	0	0	0	0.172473688662049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50399815512263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179089037010338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Actinomyces sp. oral taxon 848 [u:897]	0	0	2.8093238444939	0	0	0	0	0	0	0.944622321268225	0	0.916844192087204	0	3.64423100714777	0.937817962004482	0	0	0.939701117058938	0	0	0	0	0	0	0.918573754462431	0	0	0	0	0	2.75540904345784	0	0	0	0.942391827478156	1.89661145849727	0	0	0	0	0	0	0	0.93171465532949	0	1.83886649023478	0.956629153894474	0	0	0	3.72267483600706	0	0.94697500850134	1.85675830108017	0	0	0	0	0	0	0	2.81875485091848	0	0	6.67341637732038	1.86984534394422	0	0	0	0	0	0	0	2.83735049146289	0	0	0	0	0	0	0	0	0.921017226699616	0	0	1.88671330353157	5.31461560461274	0.94402738129856	5.69078768876925	0	0	5.51599431918094	0	0.912611537053387	3.69387185392936	2.9827008875702	0.912166990061223	0	0	0	0	0	0	6.68049184500482	0	0	0	0	0.920508073640041	0	0	0	0	0
unnamed Frankia sp. CcI3 [u:898]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frankia alni [h:899]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanosarcina barkeri [h:9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Methanobacterium sp. SWAN-1 [u:90]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Frankia sp. EAN1pec [u:900]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Frankia sp. EuI1c [u:901]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92424640458043	0	0	0	0	0	0	0.923437159845904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.955934106955795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frankia symbiont of Datisca glomerata [h:902]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292288162838017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermobispora bispora [h:903]	0	0	0	0	0	0	0	0	0.502027386523309	0	0	0	0.967475857666407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.961930301115222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.995084604490616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptosporangium roseum [h:904]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.975640147695572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermomonospora curvata [h:905]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99262441509469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.947767743432886	0	0	0	0	0	0	0.995980642843783	0	0	0	0	0	0	0	0	0	0	0	0	0.321442049064501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces cattleya [h:906]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces himastatinicus [h:907]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces violaceusniger [h:908]	0	0.474323438187299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.295555646221876	0	0.466081728850223	0	0	0	0	0.477114499748975	0	0	0	0.468403286940245	0	0	0	0	0	0.456236030412487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.459198109319074	0	0	0
Streptomyces bingchenggensis [h:909]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236244883103471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
