F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	M13	M14	M15	M16	M17
Eubacterium_eligens	0	0.00195539595	0	0	0	0	0	0	0	0	0	0	0.01432984296	0	0	0	0	0	0	0	0	0	0	0	0.00303224492	0	0	0	0.00401192041	0	0	0	0	0	0.00365524919	0	0	0	0	0	0	0	0	0	0.01166229089	0	0	0
Eubacterium_hallii	0	0.00629457934	0	0	0	0	0	0	0	0	0	0.00983125901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00380760756	0	0.00278820099	0.00411479964	0	0	0.00280159877	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium_ramulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00835453998	0	0	0	0	0	0	0	0	0
Eubacterium_rectale	0.00077984299	0.0013680771	0.00098815149	0.00017176916	0.00099942757	0.00034756336	0.00052935082	0.00037764594	6.566174e-05	0.00132680713	3.964433e-05	0.00130655119	0.00759282247	0.00016231134	0.00081467044	0.00171437163	0.00029666657	0.00080244142	0.00178966016	0.00118273825	0.0002711784	9.693874e-05	0.00018711018	0.00133216307	0.00310647584	0.00079316896	0.00230763153	0.00059633489	0.0012281389	0.00284810603	0.00138392611	0.00191220862	0.00484528467	0.00060831135	0.00081886563	0.00088844105	0.00108235749	0.00023176933	0.00769745879	0.00141024904	0.00266105048	0.0023065876	0.00157604785	0.00980720549	0.00465962295	6.953784e-05	0.00066935002	0.00198340556
Eubacterium_siraeum	0.00427060631	0.00091696414	0.01842349862	0.00289873984	0.00046480761	0.00858975514	0.01163737627	0.0010298263	0.0003543858	0.00558780032	0.00088078027	0.00158314044	0.00019529503	0.00512769491	0.00307294427	0.00270206685	0.00262698384	0.00458132901	0.0201198817	0.02529307518	0.00629171389	0.00570351258	0.00071120257	0.00110005885	0.00146313473	0.00029796694	0.00037574844	0.01561500771	0.00058383718	0.03262999117	0.00118736119	0.00075547374	0.00350104566	0.00162477626	0.02357143998	0.00411473722	0.00223377821	0.04568548933	0.00095959236	0.00350581178	0.01071467174	0.0184690145	0.00464219448	0.00540321403	0.0009510696	0.0032454431	0.02165506672	0.00908848226
Eubacterium_sp_3_1_31	0	0.00012674886	0	0	0	0	0	8.944924e-05	0	0	0	0	0	0	0	0	2.109136e-05	0	1.914846e-05	0	0	0	0	0	0.0001580814	0	0	0	0	0	5.349419e-05	4.614953e-05	6.462014e-05	0	7.146694e-05	0	0	0	0	0	0	0	0	2.348116e-05	0	0	9.094661e-05	0
Anaerostipes_unclassified	0	0.00018631591	0.00012532653	0	2.503958e-05	0.00010037616	0	0	0	0.00017188037	0	0.00018138927	0	0	0	0.00010579963	3.552228e-05	5.346193e-05	0.00010871382	0	0	3.722599e-05	0	0	0.00014461402	0.00017865935	0.00017713631	0	0.00015515714	7.026259e-05	0.00012859583	0.00015837678	0.00020594386	9.536162e-05	0.00024713014	0.00013060153	7.504136e-05	0.00017344225	0.00026404977	0	0	0.00023182648	9.775527e-05	0.00013735067	0	0	0.0002974889	6.605922e-05
Ruminococcus_gnavus	0	0.00029488761	0.0001976303	0.00014749575	0	3.054927e-05	0	0.00019075631	0	0.00042351066	0	0.00029794068	0.00036032778	0	0	4.037091e-05	5.91113e-05	0.00023605237	0.00041158889	0.00014135298	0	8.465605e-05	9.194603e-05	0.00015348113	0.00041909206	6.614775e-05	0.00025049896	0	0.00025497641	0	0.0002011801	0.00043931952	0.00039945404	0.00032600031	0.00027005648	0.00013884083	0.00027121865	0.00025423833	0.00044431328	0.00013687481	0.00023774158	0.00021310864	0	0.00047287671	0.00036340653	0.00013067811	0.00037844837	0.00019274815
Ruminococcus_obeum	0.00226698544	0.00687833645	0.00365458147	0.00262137362	0.0016953953	0.00107847635	0.00078081852	0.00224860445	0.00150909443	0.01027439439	0.00075908139	0.00446930614	0.002424365	0.00229051443	0.00348089248	0.0043155112	0.00200617644	0.00326869336	0.00359517442	0.00204870739	0.00189754566	0.00205404306	0.00241381324	0.00236710871	0.00396357843	0.00951500708	0.00227361509	0.00394638964	0.00510013139	0.00486208549	0.0015385348	0.00403973175	0.00442131351	0.00226922923	0.00219618528	0.00666733983	0.00290380154	0.00971938367	0.01266907959	0.00742381406	0.00709262367	0.00287756763	0.00559881082	0.00732088964	0.00337240627	0.00294755005	0.00214489494	0.00502158689
Ruminococcus_torques	0.03744468556	0.04123440126	0.04090232442	0.03760600484	0.04363835414	0.04134834332	0.03184776802	0.03112678979	0.03619669181	0.07599395573	0.04891864706	0.05277056432	0.05915334062	0.0412828188	0.04779093435	0.07667224899	0.05418507998	0.04740519175	0.06883973523	0.04689366813	0.0454942197	0.03152228589	0.03184596833	0.06664226029	0.07205994652	0.04202526905	0.0561145887	0.05274219167	0.04310367965	0.06261664772	0.02937250478	0.08192634715	0.09886408651	0.06348950384	0.05243854832	0.0455936094	0.04991650273	0.06926055428	0.1468490989	0.05102689778	0.124182105	0.05673394958	0.05688915671	0.1087013841	0.06069570559	0.02445198066	0.05820582747	0.05111717006
Butyrivibrio_fibrisolvens	2.602105e-05	9.862339e-05	5.734437e-05	0	4.361199e-05	7.1398e-05	0	0	0	0	0	0.00013692343	7.349409e-05	0	0	0	0.00016401304	1.605566e-05	0.00021516278	0.00016922283	0.00011203395	0	1.792948e-05	0	0.00019158952	2.688196e-05	0.00021852037	0	0.000139174	0.00025204288	0.00016719556	0.00015328236	0.00010244656	4.746309e-05	0.00013218221	0.00010605896	5.2702e-05	3.324182e-05	2.887842e-05	0.00014627125	6.420026e-05	0.00013566142	0	0.00018728351	1.442215e-05	5.804642e-05	0.00013556994	0.00011329609
Butyrivibrio_unclassified	0.00242863136	0.00145441862	0.00145687936	0.00495254858	0.00214295711	0.00233291647	0.00189652182	0.00147011248	0.00459031857	0.00321250685	0.00223329737	0.00254003737	0.00235707374	0.00414474904	0	0.00315032318	0.00908093863	0.00158045773	0.00255786335	0.00297915973	0.00064782809	0.00370880434	0.00181156672	0.00351057636	0.00316531547	0.00085871263	0.00148183146	0.00171997784	0.0058055008	0	0.00381424049	0.00641613268	0.00247675514	0.00188502494	0.00977294543	0.00255120018	0.00349878353	0.00069653916	0.00706472353	0.00341952114	0.00101240795	0.00045300611	0.00475112627	0.00391583785	0.00428543943	0.00289701725	0.00243600908	0.00183155984
Coprococcus_catus	0	0.00210830518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprococcus_sp_ART55_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090598972	0	0	0	0	0	0.04214841278	0	0	0	0	0	0.00173174322	0	0	0	0	0	0	0	0.01656106187	0	0	0	0	0	0	0	0	0
Dorea_formicigenerans	0.00486337372	0.00496912032	0.00494807094	0.00058627241	0.00159954843	0.00151035568	0.00112665179	0.00094372818	0.00130254135	0.00326251133	0.00050047128	0.00229870738	0.00803754627	0.00190960929	0.00339323419	0.00249209171	0.00070545034	0.00768229196	0.00134636307	0.00286877325	0.00474175472	0.00095049095	0.0028933118	0.00149516756	0.0062248158	0.00243417694	0.01058099456	0.00511652488	0.00565531954	0.01014424244	0.00236758982	0.00914764522	0.00577465889	0.00449868816	0.00470590802	0.00256767877	0.00142562843	0.01815572559	0.01488831498	0.00715883445	0.01457019809	0.00328300638	0.00415278849	0.01050697249	0.00233385285	0.00146471448	0.00321734241	0.00102219861
Dorea_longicatena	0	0.00347036416	0	0	0	0	0	0	0	0	0	0.03575464497	0	0	0	0	0	0	0	0	0	0	0	0	0.00889905284	0.01595338849	0	0	0	0	0	0.01579377635	0.03734886505	0	0.01144957241	0.00671554845	0	0	0.02764946881	0	0	0	0.02469666352	0	0	0	0	0
Dorea_unclassified	0	0	0.00488657118	0.00402366549	0.00221641761	0.00301722001	0.00201851928	0.00521641174	0.00251128022	0	0.00167305227	0	0	0.00265471639	0.00737341116	0.00290113721	0.00397405541	0.00139325556	0.00177710042	0	0.00079548789	0.00059939509	0.00052225347	0.00093638993	0	0	0.00174346022	0.00093032038	0	0	0	0	0	0.00142882772	0	0	0.00078360795	0	0	0.00183543795	0	0.0002651408	0	0.00434373257	0	0.00413838561	0	0.00377587282
Lachnoanaerobaculum_saburreum	0	0.00011151935	0.00023802068	0	0	0.0001139924	0	0	0	0	0	0	3.59012e-05	0	0	9.559089e-05	0.00032441835	0	0.00021886893	0	0	9.920631e-05	5.631695e-05	0	0.00035576331	0	1.536226e-05	0	5.458395e-05	0	0.0001556576	0.00014039645	0.00022870977	8.563677e-05	0.00019621785	2.945108e-05	0	9.433904e-05	4.467738e-05	0.00024446405	0	4.979976e-05	0	0.00015248612	0	0	0.00027517723	0
Oribacterium_sp_oral_taxon_078	0	0.00023003936	0.00027791241	0.00011379127	0.00016781495	0.0001438434	0.00035765068	0	0	0.00017300587	0	0.00012634565	0	0.00017211538	0	7.981376e-05	0.00021535384	0.00014313451	0.00040705915	0.00018871351	2.976634e-05	0.00019028715	0.00013722945	0.00017828616	0.00036361928	0.00021747207	0.00022087174	0	0.00017883029	0	0.00020600507	0.00024198534	7.407675e-05	0.00013629309	0.00022515247	0.00029012824	0.00038826429	0.00044307031	1.929545e-05	0.00035487222	0.00025078225	0.00039616569	3.66779e-05	0.00011188916	0.00010935478	0	0.00032468788	0.00012524105
Roseburia_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00476981907	0	0	0	0	0	0	0	0.0078567008	0	0.00489687403	0	0.01010263961	0.01523593646	0.01258481612	0.00756477478	0.00900040682	0	0	0	0	0	0	0	0	0.00719994749	0	0	0	0
Roseburia_intestinalis	0.00341782552	0.00115265316	0.00173994446	0.00020299992	0.00173784652	0.00096745159	0.00149142768	0.00021911198	0.00020430182	0.0014199023	0.00145854263	0.00323895411	0.00916420496	0.00082226854	0.00645759653	0.003757975	0.00025337378	0.00129623838	0.00299086557	0.00274800389	0.00143417513	0.00064625826	0.00095830753	0.00140901437	0.00185705562	0.00024405199	0.00299548475	0	0.00210283918	0.00448326912	0.00116344614	0.00609608271	0.00205243373	0.00132998256	0.0023558791	0.00070945559	0.00146275581	0.00123671866	0.00268232611	0.00177780645	0.00121554158	0.00601976089	0.00052891738	0.00411769099	0.00591593502	0.00041000809	0.00093475261	7.366056e-05
Roseburia_inulinivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01474822491	0	0	0	0	0	0.00127379102	0.01279915157	0	0	0.00353808769	0	0	0	0	0	0	0	0	0.01194908378	0	0	0	0
Roseburia_unclassified	0.00030633873	0.00045234114	0.0008599993	0.00420409268	0.00192091737	0.00303362933	0.00405685012	0.00337148889	0.00445486778	0.0033683086	0.00416757198	0.00048520649	0	0.00216033855	0.00172374213	0.00485262993	0.00195372557	0.00166825145	0	0.00100677565	0.00624061891	0.00126568357	0.00126218917	0.00266499056	0	0.00037272296	0	0.00222664901	0	0.00044843435	0	0	0	0	0	0.00075924194	0.00245843031	0.00078410672	0.00490971997	0.0018385701	0.00229867013	0.00018563291	0.00281648503	0	0.00315750036	0.00145867412	0.00104269858	0.00155447307
Oscillibacter_unclassified	0.02055032156	0.01643338285	0.01585297503	0.00791266767	0.01778772138	0.01590342382	0.02235977156	0.00683294258	0.00911666384	0.01164493535	0.0129094545	0.0104204803	0.0127921061	0.01909318795	0.01071392777	0.01876829742	0.0137404631	0.01178485483	0.0208234331	0.01634758114	0.0126825708	0.01613567039	0.01893306743	0.00836438945	0.01482437974	0.01510494538	0.00564766992	0.0214936742	0.01054329729	0.00868183508	0.01096148356	0.01059581136	0.01268901391	0.00945052546	0.01485784958	0.02056299254	0.02204060571	0.05162453985	0.00958634058	0.02514549996	0.0261387834	0.02062603109	0.01390958252	0.01291124572	0.01056145279	0.0116993001	0.02565055509	0.02096828343
Dehalobacter_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.048906e-05	4.015608e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.309727e-05	0
Desulfitobacterium_hafniense	0	2.17389e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.803988e-05	4.330264e-05	0	0	3.415234e-05	0	1.714781e-05	0	0	0	0	0	0	0	0	0	0.0001124083	0
Desulfitobacterium_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.013907e-05	0	3.00414e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfosporosinus_unclassified	0	4.237244e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.291563e-05	0	0	0	0	0	7.551353e-05	0	0	0	2.337158e-05	0	6.377346e-05	6.817544e-05	0	0	1.913164e-05	0	0	0	0	0	0	0	0	0	0	0	8.690926e-05	0
Clostridium_bartlettii	0	0.00390710733	0	0	0	0.00452286237	0	0.00941665947	0	0	0	0	0	0	0	0	0.01842551921	0.0065753054	0	0.01257495032	0	0	0	0.00801645459	0	0.0055330029	0.00390906919	0	0.0024514527	0	0.00135602522	0.00701113193	0	0	0.00191537714	0.00463188423	0.00659357083	0	0	0	0	0	0	0	0.00545347525	0	0.00332082605	0
Clostridium_bifermentans	0.0001642086	0.00021603803	0.00026328544	0	0.0001747796	0.00041058213	0	0.00082746994	0.00013244911	0.0005587318	0	0.00028755879	0	5.628246e-05	0.00028688169	0.00059744308	0.00057501696	7.617899e-05	0.00034734891	0.00028179518	0.00032789852	0.00095124681	0.00037628914	0.00019910467	0.00088227377	0	0.00021021221	0	0.00012665889	0.00020756472	0.0003790745	0.00012885907	0.00064690189	9.318442e-05	0.00072937384	0.0002193054	0.00029528852	7.094665e-05	0	0.00057944714	0.00060012193	0.00031803158	0.00026792184	0.00025320051	0.0002279017	0	0.00046514514	0.00034368895
Clostridium_difficile	0.00021979902	0.0001671562	0.00027143001	0.0002588133	0.00060426648	0.00021908187	0	0.00091073249	0	0.00055712393	0	0.0001976477	0	0	0.00042909655	0.00114105828	0.00082672563	0.00028456096	0.00027343174	0.00032678768	0.00022125532	0.00073941771	0.00061213072	0.00031559973	0.00040610566	0	0	0	7.674926e-05	8.014663e-05	0.0002001312	0.00021141877	0.00032712852	0.00013034207	0.00056303929	0.00022999894	4.955561e-05	0	0	0.00041062443	0.0004027563	0.00055123185	0	0.00019280017	5.404345e-05	3.653683e-05	0.00053802992	0.00023075482
Clostridium_sordellii	5.105645e-05	0.00019503604	0.00057360989	2.999389e-05	0.00025122495	0.00050886348	0	0.00097053717	0	0.00072450229	0	0.00037629458	0	0	0.00068716747	0.00132643965	0.00073042694	0.00049208891	0.00089503598	0.00050202166	0.000353446	0.0011328416	0.00144883962	0.00075965408	0.0004335214	0	0	0	0.0001082632	0.00043403804	0.00056305255	0.00025816764	0.00071607521	9.231353e-05	0.00087562808	0.00019546404	0.00027656751	0	8.637626e-05	0.00134572682	0.00109491531	0.000880082	5.509556e-05	6.775589e-05	0	0.00037509184	0.0006670126	0.00044902174
Peptostreptococcaceae_noname_unclassified	0.01506480819	0.01958159366	0.01193361218	0.01048827741	0.00822193759	0.00693328669	0.0343911197	0.03452689213	0.0548071055	0.02728701385	0.01214975846	0.00399271857	0.0102842849	0.00814625015	0.03276703827	0.02930812147	0.02553053085	0.00415312113	0.01189428075	0.03084627991	0.03905836172	0.01825471721	0.02173052549	0.0129905278	0.02080197291	0.01373653259	0.0162311726	0.03118921606	0.01582271133	0.04593433133	0.00826789386	0.01599275872	0.02403361368	0.01370086699	0.01817046857	0.01339586079	0.0121058854	0.00919182374	0.00703027663	0.00025057173	0.01547075716	0.01212813101	0.01346189174	0.01542995427	0.02891942581	0.01387780875	0.01547622235	0.01778531476
Peptostreptococcus_anaerobius	0	3.856506e-05	0	0	0	5.481411e-05	0	5.078242e-05	0	0	0	0	0	0	0	0	5.245087e-05	0	7.865281e-05	0	0	0	0	0	5.8038e-05	0	0	0	0	0	6.188543e-05	5.55892e-05	0.00012188514	0	0.00010261514	8.028927e-05	0	0	0	0	0	0	0	0	0	0	0.00013684489	0
Peptostreptococcus_unclassified	0.0019105759	0.00091512186	0.00073434033	0.0006442503	0.00160253328	0.00096273828	0.00084442404	0.00125770275	0.00059958551	0.00179356926	0.00090029512	0.00163896759	0.00133041212	0.00037999736	0.00115304372	0.00187771141	0.00301717391	0.00072318794	0.00203591345	0.00061040442	0.00125088947	0.00236224401	0.00093715994	0.00140768553	0.00169240085	0.00094252999	0.0014534583	0.00156484537	0.00062017622	0.00257457611	0.00075730988	0.00089062592	0.00070311616	0.0007814718	0.00085301797	0.00217096565	0.00067726003	0.00083012201	0.00183604594	0.00097394101	0.00407094831	0.00254579818	0.00092654991	0.00129132261	0.00162558255	0.00063703736	0.00026306518	0.00064466563
Anaerotruncus_unclassified	0.085506551	0.05272740336	0.04014188825	0.05068071453	0.0712883545	0.04304321656	0.07389622708	0.04409280552	0.05120790402	0.05074763942	0.06370951707	0.06003514564	0.02749299081	0.1024095609	0.03864320898	0.07227553193	0.07302659842	0.06799657639	0.09545979771	0.04506172626	0.03791130287	0.03573014523	0.06167349136	0.05037768982	0.06469537346	0.05206960918	0.02384207718	0.07335322381	0.03380917873	0.04565628915	0.05186775482	0.03370428762	0.04612529583	0.02747213031	0.03026261095	0.06311209609	0.0776396426	0.1044725632	0.04779339731	0.1008092371	0.06726531734	0.05992989224	0.06711961514	0.07802946632	0.0558471683	0.04638498242	0.1027862385	0.06109120788
Faecalibacterium_prausnitzii	0.07200182305	0.1520218715	0.03359548851	0.1384382117	0.07375185144	0.04514465688	0.08118965948	0.0657511223	0.02645267693	0.09462424443	0.1211841178	0.1263307674	0.1970891455	0.03270192284	0.0635019979	0.02163880842	0.03584836647	0.03384054987	0.1162301093	0.02206290463	0.03474107033	0.02122637142	0.05720307523	0.02949163196	0.1841709216	0.1470876866	0.2227249271	0.1961709323	0.1284319659	0.05654398288	0.07655626655	0.1229613672	0.164665427	0.07422182304	0.06830231083	0.07489375697	0.05541166948	0.07383853711	0.4488882391	0.03488866863	0.06096165464	0.0501744623	0.2163328742	0.2711456375	0.2463763155	0.05235197758	0.03731998203	0.09954129561
Ruminococcus_albus	0.00292460834	0.00123592421	0.00395593027	0.0022416571	0.00248687826	0.00283235331	0.00423150461	0.00243059628	0.00144568395	0.00184984441	0.00301634975	0.00406597946	0.00378240788	0.00304833047	0.00348457045	0.00417235688	0.00240913233	0.00263449477	0.00363903057	0.00323599954	0.00195871901	0.00260865359	0.00282940931	0.00221894294	0.00282558475	0.00182027142	0.00138119295	0.00262396839	0.00119768045	0.00248905773	0.00186012927	0.00231451861	0.00356391457	0.00201014172	0.0017990062	0.00239991277	0.00289153063	0.00292327912	0.00175769866	0.00247627516	0.00251910773	0.00389657379	0.00221200803	0.00205757242	0.00416736796	0.00275632098	0.00284824369	0.00396282947
Ruminococcus_bromii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00237422017	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus_callidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01056223336	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01312339694	0	0	0.0041499838	0	0	0	0	0	0	0	0	0	0	0.01851459801	0	0
Ruminococcus_champanellensis	0	0	0.04307808607	0.02250670727	0	0.00442231165	0	0	0	0	0.01597973898	0.02208306571	0	0	0.01582783911	0.01985761597	0.01236841492	0	0.0149734763	0	0	0.0229671115	0.04171545553	0.04352618581	0.00501275153	0	0	0	0.00295446945	0	0.00377606032	0	0	0	0.00537077189	0	0.04422138301	0.00899252675	0	0.00812259598	0.01056620865	0.02416439004	0	0.01945909581	0.00830208798	0	0.01770080182	0.01042305956
Ruminococcus_flavefaciens	0.00618118221	0.00225863523	0.01268557136	0.00439240487	0.01122071778	0.00583717905	0.01123749569	0.0147049915	0.0086928642	0.00552621923	0.0095091079	0.00968806727	0.01081114915	0.01312761067	0.00674784969	0.01209851245	0.00496645919	0.00721514056	0.01080281865	0.01010436987	0.00457557885	0.00835279352	0.00894290105	0.00910588271	0.00723583131	0.00570849077	0.00519573719	0.00482618522	0.00590004261	0.0089010028	0.00775455944	0.00704469522	0.00268094778	0.00782212053	0.00520333055	0.00986260719	0.01141934352	0.00678840969	0.0026481382	0.00712406762	0.01385245928	0.01278892233	0.0082641766	0.00676483868	0.01062849202	0.00577738668	0.00634140081	0.01067028394
Ruminococcus_lactaris	0.00027164399	0.00048378272	0.00063211777	0.00014424899	0.00062814529	0.00015763421	0.00020923781	0.00021112084	0.00031817804	0.00062722669	0	0.00056258096	0.00091106351	7.371186e-05	0.00050725342	0.00098560707	0.00032691601	0.00038994759	0.00079682292	0.00040475041	0.00048774611	0.00031254712	0.00031031786	0.00049942273	0.00109807251	0.0003207713	0.00053595491	0	0.00060690719	0.00038354351	0.00035432033	0.00091504921	0.00085442186	0.00049567723	0.00057568831	0.00050084374	0.00057028284	0.0004724647	0.00149805187	0.00061515361	0.00106181206	0.00052255405	0.0002724869	0.00127689442	0.00052680476	0.00033870233	0.00053951736	0.00028450712
Subdoligranulum_unclassified	0.04579428862	0.06057858644	0.0891279401	0.05864161981	0.06694373821	0.06734978315	0.05080342802	0.0450061158	0.07026688121	0.08619985523	0.1090961307	0.1069601177	0.01896748892	0.06669561885	0.06251078488	0.1082678234	0.1260971668	0.05726490456	0.06138419054	0.0558477235	0.06705372286	0.1056607688	0.1074596276	0.06585536496	0.04836409	0.05103087801	0.03307087898	0.05885023597	0.1341874063	0.05502119696	0.09091935111	0.04353024098	0.05225370182	0.05654958717	0.07096540289	0.07297785874	0.08954211401	0.1365022838	0.04218386126	0.09150488216	0.04894943553	0.08348449278	0.0637422573	0.06570921039	0.08668426486	0.09312781954	0.08651274591	0.07967665368
Caldanaerobacter_subterraneus	0	0	0	0	3.018016e-05	0	0	0	0	0	0	0	0	0	0	0	6.160896e-05	0	0	0	0	0.00013397576	0	0.00011893127	9.266841e-05	0	0	0	0	0	3.901929e-05	5.004527e-05	0	0	4.522023e-05	2.717213e-05	0	0	0	0	0	0	0	0	0	0	8.329689e-05	0
Tepidanaerobacter_acetatoxydans	0	2.43181e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022041589	0	0	3.232589e-05	0	0	0	0	0	0	0	0	0	0	0	8.391245e-05	5.334166e-05	4.413083e-05	0	0.00014657046	0	0	0	0	0	0	0	0	0	0	0	0.00013599492	0
Thermoanaerobacter_ethanolicus	0.00061070616	0.0006396396	0.00107192413	0	0.00181047789	0.00019080198	0.00054690316	0	0	0.00159596311	0.00208025181	0.00271359125	0	0.0028088577	0.00458029914	0.00326053112	0.00343372819	0.00027499589	0.00091480213	0.00035666125	0.00094385084	0.00034372625	0.0014035562	0.0012542044	0.00233338405	0.00125378688	0.00154030212	0	0	0.00306362095	0.00071535365	0.00100405187	0.00069103272	0.00091195902	0.00056224873	0.00144380435	0.00058302571	0	0	0.00088577108	0.00187284186	0.00034138595	0.00062698747	0.00109201561	0.00034137709	0.000557776	0.00140457257	0.00032631447
Thermoanaerobacter_unclassified	0	0	0	0	0	0	0	0.00037352148	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010978832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.278012e-05	0	0	0	0	0	0	0	0	0	0
Caldicellulosiruptor_unclassified	2.680957e-05	0.00010120258	0.00025298008	0.00011549195	0.00015090079	0.00013843181	0	0.00023870317	0	0.00022124171	0	0.00017688392	0	0	0	0.00012250483	0.00018149666	9.462591e-05	0.00010850793	7.395529e-05	0.0001828169	0.00022713521	7.263737e-05	0.00017053459	0.00026229327	0	4.044351e-05	0	8.685181e-05	0.00015943377	0.00020705397	0.00011237709	0.00032765388	8.476589e-05	0.00027242817	7.853623e-05	0.00013167634	0	7.31673e-05	4.291041e-05	0.00015974829	0.00015970269	0	0	4.2791e-05	0.00017163472	0.00035656169	0.00015039785
Thermoanaerobacterium_thermosaccharolyticum	0	2.517783e-05	0	0	0.00022568789	3.596085e-05	0	0	0	0	0	0	0	0	0	0.00018538137	0.00015846268	0	0.0001816015	2.841632e-05	0	0.00024508683	0.00029376758	5.271069e-05	0.00019158952	0	1.504875e-05	0	0	0	0.00014873482	5.813642e-05	5.901623e-05	0	0.00011573849	0.00010535775	0	0	0	0.00015942627	0	0	0	5.389352e-05	0	0	0.00020824223	0
Thermoanaerobacterium_unclassified	0	0	0	0	0	6.63355e-06	0	0	0	2.588657e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90343e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprobacillus_unclassified	0.00022551577	0.00027388562	0.00054751405	7.915914e-05	0.00029002801	0.00012272076	0.00015484293	0.00072255397	0	0.00067642724	0.00021973409	0.00026483616	0.00013608624	0	0.0002234367	0.00067192045	0.00049509182	0.00033887692	0.0004031471	0.00016448678	0.00039165005	0.00048526059	0.00046685598	0.000363438	0.00048658929	0.00027591769	0.00036979164	0.0001736345	0.00012680968	0	0.00030397286	0.00043572345	0.00042309555	0.00013527707	0.00049931988	0.00034079112	0.0002043579	0.00021761078	0.00077453737	0.00044993287	0.00051385284	0.00046330951	0.00049334139	0.00064643929	0.00029795215	5.023815e-05	0.00032787526	0.00037717102
Erysipelothrix_rhusiopathiae	0	6.01811e-06	0	0	0	2.234461e-05	0	0	0	0	0	0	0	0	0	0	0	4.423847e-05	0	0	0	0	0	2.480503e-05	0	0	0	0	0	0	2.957914e-05	3.191509e-05	2.661859e-05	0	6.941147e-05	0	0	0	0	0	0	0	0	0	0	0	9.328402e-05	0
Erysipelothrix_unclassified	0	9.321937e-05	0.00021441807	7.714924e-05	0.00030644469	4.957709e-05	0	0	0	0.00026561868	0	0.00012947981	0	0.00020842665	0	0.00068259322	0.00017788893	5.978171e-05	0.00021598637	0.00017468751	0.00011672156	0.00037717295	0.00043720339	0.00026709703	0.00015583683	3.413103e-05	0.00011490347	0.00025381	5.518709e-05	0	7.153537e-05	0.00019298893	0.00022170487	0.00012322986	0.00019194881	0.00034552433	0	9.726309e-05	0	0.00016334145	0	0.00022581616	0	8.939817e-05	3.724402e-05	3.963068e-05	0.00020038002	0
Holdemania_unclassified	0	0.00015450588	0.00017652092	0	0.00024110962	6.738295e-05	0	0	0	0	0	0	0	0	8.459332e-05	0	6.355158e-05	0	0.00021186842	0.00021020791	0	0	5.057032e-05	4.938859e-05	9.651623e-05	0	4.342191e-05	0	5.247297e-05	0	0.00017390856	6.922429e-05	4.08035e-05	0	0.0001307592	2.874987e-05	0.0002205618	0	0	0	0	0	0	0	0	0	0.00025159061	8.071894e-05
Turicibacter_unclassified	0	3.131876e-05	5.584843e-05	0	0	0.0002168125	0	8.171588e-05	0	0.00018651191	0	2.585679e-05	0	0	0	0.00012018467	5.494853e-05	0	6.897563e-05	0	0	0	4.482369e-05	0	0.00012505425	1.646143e-05	4.984898e-05	0	0	0	7.950705e-05	5.409084e-05	0.00011820757	0	0.00011020455	0.00017723242	0	6.725312e-05	0	0	0	4.413289e-05	0	0	0	0	0.00013748237	0
